设备名,识别内容的名称,识别图像（矩形）左下角X值,识别图像（矩形）左下角Y值,识别图像（矩形）左上角X值,识别图像（矩形）左上角Y值,识别图像（矩形）右上角X值,识别图像（矩形）右上角Y值,识别图像（矩形）右下角X值,识别图像（矩形）右下角Y值
i5-12490F+RTX 2060s,足球,1280,175,1280,252,1321,252,1321,175
i5-12490F+RTX 2060s,足球,671,219,671,300,706,300,706,219
i5-12490F+RTX 2060s,足球,210,244,210,348,257,348,257,244
i5-12490F+RTX 2060s,红方队员,1654,274,1654,376,1690,376,1690,274
i5-12490F+RTX 2060s,足球,1464,303,1464,414,1498,414,1498,303
i5-12490F+RTX 2060s,足球,775,340,775,453,827,453,827,340
i5-12490F+RTX 2060s,足球,169,370,169,471,212,471,212,370
i5-12490F+RTX 2060s,蓝方队员,562,370,562,482,604,482,604,370
i5-12490F+RTX 2060s,红方队员,212,422,212,516,257,516,257,422
i5-12490F+RTX 2060s,足球,221,418,221,602,268,602,268,418
i5-12490F+RTX 2060s,红方队员,1839,551,1839,671,1894,671,1894,551
i5-12490F+RTX 2060s,足球,831,60,831,123,857,123,857,60
i5-12490F+RTX 2060s,红方队员,1695,90,1695,168,1730,168,1730,90
i5-12490F+RTX 2060s,红方队员,643,138,643,221,676,221,676,138
i5-12490F+RTX 2060s,足球,877,128,877,212,909,212,909,128
i5-12490F+RTX 2060s,足球,213,172,213,261,258,261,258,172
i5-12490F+RTX 2060s,红方队员,1251,175,1251,258,1288,258,1288,175
i5-12490F+RTX 2060s,足球,1280,176,1280,250,1316,250,1316,176
i5-12490F+RTX 2060s,足球,660,217,660,300,704,300,704,217
i5-12490F+RTX 2060s,足球,206,244,206,343,256,343,256,244
i5-12490F+RTX 2060s,红方队员,1648,274,1648,376,1688,376,1688,274
i5-12490F+RTX 2060s,足球,1460,300,1460,411,1500,411,1500,300
i5-12490F+RTX 2060s,足球,770,341,770,450,824,450,824,341
i5-12490F+RTX 2060s,足球,167,370,167,475,210,475,210,370
i5-12490F+RTX 2060s,蓝方队员,553,368,553,480,607,480,607,368
i5-12490F+RTX 2060s,红方队员,210,419,210,506,254,506,254,419
i5-12490F+RTX 2060s,足球,218,463,218,584,274,584,274,463
i5-12490F+RTX 2060s,红方队员,1836,547,1836,673,1890,673,1890,547
i5-12490F+RTX 2060s,足球,827,63,827,120,855,120,855,63
i5-12490F+RTX 2060s,红方队员,1684,93,1684,169,1721,169,1721,93
i5-12490F+RTX 2060s,红方队员,636,136,636,217,672,217,672,136
i5-12490F+RTX 2060s,足球,870,129,870,215,909,215,909,129
i5-12490F+RTX 2060s,足球,214,168,214,261,255,261,255,168
i5-12490F+RTX 2060s,红方队员,1236,173,1236,257,1267,257,1267,173
i5-12490F+RTX 2060s,足球,1256,174,1256,256,1291,256,1291,174
i5-12490F+RTX 2060s,足球,657,214,657,297,699,297,699,214
i5-12490F+RTX 2060s,足球,203,244,203,343,253,343,253,244
i5-12490F+RTX 2060s,红方队员,1639,276,1639,372,1690,372,1690,276
i5-12490F+RTX 2060s,足球,1452,302,1452,411,1489,411,1489,302
i5-12490F+RTX 2060s,足球,767,341,767,444,815,444,815,341
i5-12490F+RTX 2060s,足球,164,370,164,478,210,478,210,370
i5-12490F+RTX 2060s,蓝方队员,544,368,544,480,603,480,603,368
i5-12490F+RTX 2060s,红方队员,207,418,207,508,249,508,249,418
i5-12490F+RTX 2060s,足球,209,464,209,582,262,582,262,464
i5-12490F+RTX 2060s,红方队员,1832,540,1832,671,1885,671,1885,540
i5-12490F+RTX 2060s,足球,823,64,823,120,851,120,851,64
i5-12490F+RTX 2060s,红方队员,1657,90,1657,169,1713,169,1713,90
i5-12490F+RTX 2060s,红方队员,628,135,628,213,667,213,667,135
i5-12490F+RTX 2060s,足球,860,128,860,209,897,209,897,128
i5-12490F+RTX 2060s,足球,214,168,214,255,255,255,255,168
i5-12490F+RTX 2060s,红方队员,1234,170,1234,260,1265,260,1265,170
i5-12490F+RTX 2060s,足球,1257,171,1257,255,1291,255,1291,171
i5-12490F+RTX 2060s,足球,654,212,654,295,695,295,695,212
i5-12490F+RTX 2060s,红方队员,204,235,204,334,251,334,251,235
i5-12490F+RTX 2060s,红方队员,1630,274,1630,369,1676,369,1676,274
i5-12490F+RTX 2060s,足球,1452,303,1452,411,1488,411,1488,303
i5-12490F+RTX 2060s,足球,763,342,763,452,808,452,808,342
i5-12490F+RTX 2060s,足球,160,371,160,477,202,477,202,371
i5-12490F+RTX 2060s,蓝方队员,539,369,539,478,594,478,594,369
i5-12490F+RTX 2060s,红方队员,204,417,204,504,246,504,246,417
i5-12490F+RTX 2060s,足球,208,467,208,580,260,580,260,467
i5-12490F+RTX 2060s,红方队员,1832,540,1832,668,1879,668,1879,540
i5-12490F+RTX 2060s,足球,817,61,817,119,847,119,847,61
i5-12490F+RTX 2060s,红方队员,1650,91,1650,170,1709,170,1709,91
i5-12490F+RTX 2060s,红方队员,618,135,618,211,659,211,659,135
i5-12490F+RTX 2060s,足球,849,129,849,210,892,210,892,129
i5-12490F+RTX 2060s,足球,211,165,211,242,252,242,252,165
i5-12490F+RTX 2060s,红方队员,1226,169,1226,255,1266,255,1266,169
i5-12490F+RTX 2060s,足球,1256,169,1256,252,1291,252,1291,169
i5-12490F+RTX 2060s,足球,649,215,649,291,691,291,691,215
i5-12490F+RTX 2060s,足球,186,233,186,338,238,338,238,233
i5-12490F+RTX 2060s,红方队员,1623,273,1623,372,1668,372,1668,273
i5-12490F+RTX 2060s,足球,1448,303,1448,411,1483,411,1483,303
i5-12490F+RTX 2060s,足球,759,342,759,451,803,451,803,342
i5-12490F+RTX 2060s,足球,160,369,160,478,200,478,200,369
i5-12490F+RTX 2060s,蓝方队员,531,372,531,477,589,477,589,372
i5-12490F+RTX 2060s,足球,202,449,202,581,254,581,254,449
i5-12490F+RTX 2060s,红方队员,1829,541,1829,657,1878,657,1878,541
i5-12490F+RTX 2060s,足球,814,58,814,118,842,118,842,58
i5-12490F+RTX 2060s,红方队员,1643,93,1643,169,1705,169,1705,93
i5-12490F+RTX 2060s,红方队员,615,132,615,209,651,209,651,132
i5-12490F+RTX 2060s,足球,845,130,845,209,885,209,885,130
i5-12490F+RTX 2060s,足球,211,165,211,243,252,243,252,165
i5-12490F+RTX 2060s,足球,1248,163,1248,244,1281,244,1281,163
i5-12490F+RTX 2060s,红方队员,1219,167,1219,255,1259,255,1259,167
i5-12490F+RTX 2060s,足球,646,215,646,293,689,293,689,215
i5-12490F+RTX 2060s,足球,182,231,182,338,232,338,232,231
i5-12490F+RTX 2060s,红方队员,1615,274,1615,372,1654,372,1654,274
i5-12490F+RTX 2060s,足球,1442,302,1442,414,1480,414,1480,302
i5-12490F+RTX 2060s,足球,757,343,757,450,799,450,799,343
i5-12490F+RTX 2060s,足球,157,370,157,471,194,471,194,370
i5-12490F+RTX 2060s,蓝方队员,523,369,523,481,570,481,570,369
i5-12490F+RTX 2060s,足球,199,449,199,575,249,575,249,449
i5-12490F+RTX 2060s,红方队员,1824,538,1824,659,1877,659,1877,538
i5-12490F+RTX 2060s,足球,811,59,811,115,838,115,838,59
i5-12490F+RTX 2060s,红方队员,1055,71,1055,101,1076,101,1076,71
i5-12490F+RTX 2060s,红方队员,1635,90,1635,166,1695,166,1695,90
i5-12490F+RTX 2060s,红方队员,609,133,609,211,648,211,648,133
i5-12490F+RTX 2060s,足球,839,131,839,207,876,207,876,131
i5-12490F+RTX 2060s,足球,211,162,211,241,249,241,249,162
i5-12490F+RTX 2060s,红方队员,1215,163,1215,246,1258,246,1258,163
i5-12490F+RTX 2060s,足球,1245,163,1245,240,1277,240,1277,163
i5-12490F+RTX 2060s,足球,638,211,638,293,677,293,677,211
i5-12490F+RTX 2060s,足球,177,229,177,336,226,336,226,229
i5-12490F+RTX 2060s,红方队员,1608,276,1608,367,1651,367,1651,276
i5-12490F+RTX 2060s,足球,1437,302,1437,411,1477,411,1477,302
i5-12490F+RTX 2060s,足球,144,367,144,459,191,459,191,367
i5-12490F+RTX 2060s,足球,746,341,746,452,788,452,788,341
i5-12490F+RTX 2060s,蓝方队员,517,368,517,479,568,479,568,368
i5-12490F+RTX 2060s,足球,185,389,185,593,239,593,239,389
i5-12490F+RTX 2060s,红方队员,1823,538,1823,657,1877,657,1877,538
i5-12490F+RTX 2060s,足球,806,60,806,118,834,118,834,60
i5-12490F+RTX 2060s,红方队员,1634,93,1634,169,1671,169,1671,93
i5-12490F+RTX 2060s,红方队员,605,131,605,209,640,209,640,131
i5-12490F+RTX 2060s,足球,837,130,837,207,871,207,871,130
i5-12490F+RTX 2060s,足球,210,161,210,241,245,241,245,161
i5-12490F+RTX 2060s,红方队员,1216,165,1216,242,1256,242,1256,165
i5-12490F+RTX 2060s,足球,631,205,631,287,670,287,670,205
i5-12490F+RTX 2060s,足球,160,232,160,332,198,332,198,232
i5-12490F+RTX 2060s,红方队员,180,224,180,331,226,331,226,224
i5-12490F+RTX 2060s,红方队员,1605,274,1605,369,1650,369,1650,274
i5-12490F+RTX 2060s,足球,1436,302,1436,398,1471,398,1471,302
i5-12490F+RTX 2060s,足球,745,338,745,441,784,441,784,338
i5-12490F+RTX 2060s,足球,143,365,143,459,189,459,189,365
i5-12490F+RTX 2060s,蓝方队员,513,365,513,476,563,476,563,365
i5-12490F+RTX 2060s,足球,181,398,181,585,232,585,232,398
i5-12490F+RTX 2060s,红方队员,1813,537,1813,655,1871,655,1871,537
i5-12490F+RTX 2060s,足球,804,63,804,119,831,119,831,63
i5-12490F+RTX 2060s,红方队员,1621,94,1621,169,1660,169,1660,94
i5-12490F+RTX 2060s,足球,827,121,827,204,861,204,861,121
i5-12490F+RTX 2060s,红方队员,595,130,595,209,634,209,634,130
i5-12490F+RTX 2060s,足球,208,158,208,239,243,239,243,158
i5-12490F+RTX 2060s,足球,1216,166,1216,241,1255,241,1255,166
i5-12490F+RTX 2060s,足球,625,204,625,286,667,286,667,204
i5-12490F+RTX 2060s,足球,153,231,153,330,195,330,195,231
i5-12490F+RTX 2060s,红方队员,186,226,186,326,224,326,224,226
i5-12490F+RTX 2060s,红方队员,1598,271,1598,370,1634,370,1634,271
i5-12490F+RTX 2060s,足球,1433,299,1433,400,1468,400,1468,299
i5-12490F+RTX 2060s,足球,734,336,734,439,777,439,777,336
i5-12490F+RTX 2060s,足球,140,361,140,460,180,460,180,361
i5-12490F+RTX 2060s,蓝方队员,507,366,507,473,554,473,554,366
i5-12490F+RTX 2060s,足球,173,446,173,565,224,565,224,446
i5-12490F+RTX 2060s,红方队员,1812,538,1812,653,1868,653,1868,538
i5-12490F+RTX 2060s,足球,801,61,801,119,829,119,829,61
i5-12490F+RTX 2060s,红方队员,583,124,583,199,628,199,628,124
i5-12490F+RTX 2060s,足球,820,121,820,204,857,204,857,121
i5-12490F+RTX 2060s,足球,207,157,207,240,242,240,242,157
i5-12490F+RTX 2060s,足球,1220,165,1220,242,1252,242,1252,165
i5-12490F+RTX 2060s,红方队员,1197,170,1197,255,1227,255,1227,170
i5-12490F+RTX 2060s,足球,620,203,620,287,658,287,658,203
i5-12490F+RTX 2060s,足球,148,232,148,331,190,331,190,232
i5-12490F+RTX 2060s,红方队员,182,224,182,323,221,323,221,224
i5-12490F+RTX 2060s,红方队员,1591,271,1591,369,1630,369,1630,271
i5-12490F+RTX 2060s,足球,1429,298,1429,402,1466,402,1466,298
i5-12490F+RTX 2060s,足球,730,333,730,441,771,441,771,333
i5-12490F+RTX 2060s,足球,135,362,135,460,176,460,176,362
i5-12490F+RTX 2060s,蓝方队员,505,364,505,473,550,473,550,364
i5-12490F+RTX 2060s,足球,170,401,170,583,221,583,221,401
i5-12490F+RTX 2060s,红方队员,1811,538,1811,651,1865,651,1865,538
i5-12490F+RTX 2060s,足球,797,63,797,116,823,116,823,63
i5-12490F+RTX 2060s,红方队员,1595,91,1595,168,1639,168,1639,91
i5-12490F+RTX 2060s,红方队员,576,124,576,200,620,200,620,124
i5-12490F+RTX 2060s,足球,808,121,808,203,852,203,852,121
i5-12490F+RTX 2060s,足球,206,156,206,236,243,236,243,156
i5-12490F+RTX 2060s,红方队员,1191,167,1191,254,1227,254,1227,167
i5-12490F+RTX 2060s,足球,1209,167,1209,252,1248,252,1248,167
i5-12490F+RTX 2060s,足球,616,203,616,286,654,286,654,203
i5-12490F+RTX 2060s,足球,143,232,143,329,181,329,181,232
i5-12490F+RTX 2060s,红方队员,179,226,179,323,221,323,221,226
i5-12490F+RTX 2060s,红方队员,1579,269,1579,367,1625,367,1625,269
i5-12490F+RTX 2060s,足球,1427,297,1427,401,1467,401,1467,297
i5-12490F+RTX 2060s,足球,724,329,724,436,770,436,770,329
i5-12490F+RTX 2060s,足球,129,362,129,457,172,457,172,362
i5-12490F+RTX 2060s,蓝方队员,501,362,501,462,543,462,543,362
i5-12490F+RTX 2060s,足球,161,444,161,566,220,566,220,444
i5-12490F+RTX 2060s,红方队员,1810,537,1810,651,1860,651,1860,537
i5-12490F+RTX 2060s,红方队员,1579,92,1579,166,1638,166,1638,92
i5-12490F+RTX 2060s,红方队员,570,123,570,202,615,202,615,123
i5-12490F+RTX 2060s,足球,804,120,804,203,842,203,842,120
i5-12490F+RTX 2060s,足球,200,155,200,238,233,238,233,155
i5-12490F+RTX 2060s,红方队员,1184,165,1184,245,1222,245,1222,165
i5-12490F+RTX 2060s,足球,1208,163,1208,246,1241,246,1241,163
i5-12490F+RTX 2060s,足球,613,201,613,286,649,286,649,201
i5-12490F+RTX 2060s,足球,140,228,140,329,176,329,176,228
i5-12490F+RTX 2060s,红方队员,173,224,173,323,221,323,221,224
i5-12490F+RTX 2060s,红方队员,1571,268,1571,368,1622,368,1622,268
i5-12490F+RTX 2060s,足球,1425,297,1425,398,1465,398,1465,297
i5-12490F+RTX 2060s,足球,719,330,719,434,767,434,767,330
i5-12490F+RTX 2060s,足球,127,361,127,457,163,457,163,361
i5-12490F+RTX 2060s,蓝方队员,485,360,485,463,533,463,533,360
i5-12490F+RTX 2060s,足球,159,402,159,577,218,577,218,402
i5-12490F+RTX 2060s,红方队员,1805,535,1805,654,1853,654,1853,535
i5-12490F+RTX 2060s,足球,788,66,788,119,817,119,817,66
i5-12490F+RTX 2060s,红方队员,1567,89,1567,166,1630,166,1630,89
i5-12490F+RTX 2060s,红方队员,562,122,562,204,606,204,606,122
i5-12490F+RTX 2060s,足球,801,121,801,204,835,204,835,121
i5-12490F+RTX 2060s,红方队员,1507,151,1507,169,1528,169,1528,151
i5-12490F+RTX 2060s,足球,200,153,200,241,234,241,234,153
i5-12490F+RTX 2060s,红方队员,1179,162,1179,244,1217,244,1217,162
i5-12490F+RTX 2060s,足球,1207,161,1207,241,1238,241,1238,161
i5-12490F+RTX 2060s,足球,602,199,602,286,639,286,639,199
i5-12490F+RTX 2060s,足球,138,226,138,330,178,330,178,226
i5-12490F+RTX 2060s,红方队员,167,223,167,323,220,323,220,223
i5-12490F+RTX 2060s,红方队员,1563,267,1563,368,1620,368,1620,267
i5-12490F+RTX 2060s,足球,1414,296,1414,395,1453,395,1453,296
i5-12490F+RTX 2060s,足球,710,331,710,434,754,434,754,331
i5-12490F+RTX 2060s,足球,121,361,121,452,161,452,161,361
i5-12490F+RTX 2060s,蓝方队员,480,359,480,465,529,465,529,359
i5-12490F+RTX 2060s,红方队员,163,404,163,499,213,499,213,404
i5-12490F+RTX 2060s,足球,154,452,154,560,204,560,204,452
i5-12490F+RTX 2060s,红方队员,1800,532,1800,653,1849,653,1849,532
i5-12490F+RTX 2060s,足球,788,70,788,118,814,118,814,70
i5-12490F+RTX 2060s,红方队员,1563,89,1563,166,1601,166,1601,89
i5-12490F+RTX 2060s,红方队员,552,121,552,202,597,202,597,121
i5-12490F+RTX 2060s,足球,798,118,798,203,829,203,829,118
i5-12490F+RTX 2060s,足球,198,149,198,240,234,240,234,149
i5-12490F+RTX 2060s,红方队员,1175,162,1175,246,1219,246,1219,162
i5-12490F+RTX 2060s,足球,599,201,599,287,634,287,634,201
i5-12490F+RTX 2060s,足球,124,222,124,327,163,327,163,222
i5-12490F+RTX 2060s,足球,138,225,138,327,190,327,190,225
i5-12490F+RTX 2060s,红方队员,161,222,161,323,219,323,219,222
i5-12490F+RTX 2060s,红方队员,1557,269,1557,367,1606,367,1606,269
i5-12490F+RTX 2060s,足球,1412,296,1412,395,1452,395,1452,296
i5-12490F+RTX 2060s,足球,709,333,709,432,751,432,751,333
i5-12490F+RTX 2060s,足球,112,358,112,452,156,452,156,358
i5-12490F+RTX 2060s,蓝方队员,469,358,469,463,524,463,524,358
i5-12490F+RTX 2060s,红方队员,161,406,161,499,210,499,210,406
i5-12490F+RTX 2060s,足球,147,451,147,560,198,560,198,451
i5-12490F+RTX 2060s,红方队员,1799,532,1799,651,1845,651,1845,532
i5-12490F+RTX 2060s,红方队员,1556,92,1556,166,1597,166,1597,92
i5-12490F+RTX 2060s,红方队员,546,121,546,198,589,198,589,121
i5-12490F+RTX 2060s,足球,792,119,792,200,820,200,820,119
i5-12490F+RTX 2060s,足球,195,147,195,238,232,238,232,147
i5-12490F+RTX 2060s,红方队员,1174,160,1174,241,1215,241,1215,160
i5-12490F+RTX 2060s,红方队员,1152,172,1152,248,1195,248,1195,172
i5-12490F+RTX 2060s,足球,592,200,592,285,630,285,630,200
i5-12490F+RTX 2060s,足球,119,223,119,325,161,325,161,223
i5-12490F+RTX 2060s,红方队员,140,223,140,321,207,321,207,223
i5-12490F+RTX 2060s,红方队员,1554,270,1554,363,1597,363,1597,270
i5-12490F+RTX 2060s,足球,1407,300,1407,391,1448,391,1448,300
i5-12490F+RTX 2060s,足球,702,331,702,437,747,437,747,331
i5-12490F+RTX 2060s,足球,104,355,104,452,151,452,151,355
i5-12490F+RTX 2060s,蓝方队员,465,359,465,461,520,461,520,359
i5-12490F+RTX 2060s,红方队员,150,404,150,526,205,526,205,404
i5-12490F+RTX 2060s,足球,140,451,140,561,191,561,191,451
i5-12490F+RTX 2060s,红方队员,1795,530,1795,647,1843,647,1843,530
i5-12490F+RTX 2060s,足球,779,71,779,117,805,117,805,71
i5-12490F+RTX 2060s,红方队员,542,121,542,197,580,197,580,121
i5-12490F+RTX 2060s,足球,780,117,780,203,815,203,815,117
i5-12490F+RTX 2060s,足球,189,142,189,225,227,225,227,142
i5-12490F+RTX 2060s,足球,1174,159,1174,240,1211,240,1211,159
i5-12490F+RTX 2060s,红方队员,1144,171,1144,249,1196,249,1196,171
i5-12490F+RTX 2060s,足球,585,199,585,284,624,284,624,199
i5-12490F+RTX 2060s,足球,111,216,111,317,160,317,160,216
i5-12490F+RTX 2060s,红方队员,142,217,142,319,208,319,208,217
i5-12490F+RTX 2060s,红方队员,1545,271,1545,366,1587,366,1587,271
i5-12490F+RTX 2060s,足球,1402,296,1402,390,1444,390,1444,296
i5-12490F+RTX 2060s,足球,694,327,694,436,739,436,739,327
i5-12490F+RTX 2060s,足球,100,352,100,449,145,449,145,352
i5-12490F+RTX 2060s,蓝方队员,462,358,462,461,512,461,512,358
i5-12490F+RTX 2060s,红方队员,153,407,153,525,201,525,201,407
i5-12490F+RTX 2060s,足球,138,448,138,561,190,561,190,448
i5-12490F+RTX 2060s,红方队员,1791,528,1791,648,1841,648,1841,528
i5-12490F+RTX 2060s,足球,775,65,775,121,801,121,801,65
i5-12490F+RTX 2060s,红方队员,538,118,538,197,576,197,576,118
i5-12490F+RTX 2060s,足球,769,118,769,200,808,200,808,118
i5-12490F+RTX 2060s,足球,185,141,185,226,227,226,227,141
i5-12490F+RTX 2060s,红方队员,1170,159,1170,233,1208,233,1208,159
i5-12490F+RTX 2060s,红方队员,1141,175,1141,250,1192,250,1192,175
i5-12490F+RTX 2060s,足球,579,198,579,283,620,283,620,198
i5-12490F+RTX 2060s,足球,107,216,107,317,155,317,155,216
i5-12490F+RTX 2060s,红方队员,138,218,138,316,199,316,199,218
i5-12490F+RTX 2060s,红方队员,1542,269,1542,369,1578,369,1578,269
i5-12490F+RTX 2060s,足球,1398,295,1398,388,1436,388,1436,295
i5-12490F+RTX 2060s,足球,692,324,692,433,737,433,737,324
i5-12490F+RTX 2060s,足球,94,351,94,451,140,451,140,351
i5-12490F+RTX 2060s,蓝方队员,460,359,460,461,507,461,507,359
i5-12490F+RTX 2060s,红方队员,146,408,146,494,195,494,195,408
i5-12490F+RTX 2060s,足球,137,402,137,577,190,577,190,402
i5-12490F+RTX 2060s,红方队员,1787,528,1787,647,1840,647,1840,528
i5-12490F+RTX 2060s,红方队员,1517,88,1517,165,1565,165,1565,88
i5-12490F+RTX 2060s,红方队员,531,114,531,192,567,192,567,114
i5-12490F+RTX 2060s,足球,765,119,765,195,802,195,802,119
i5-12490F+RTX 2060s,红方队员,1459,151,1459,168,1479,168,1479,151
i5-12490F+RTX 2060s,足球,182,141,182,225,226,225,226,141
i5-12490F+RTX 2060s,红方队员,1152,162,1152,242,1192,242,1192,162
i5-12490F+RTX 2060s,足球,572,198,572,286,619,286,619,198
i5-12490F+RTX 2060s,红方队员,134,217,134,314,193,314,193,217
i5-12490F+RTX 2060s,足球,103,220,103,324,149,324,149,220
i5-12490F+RTX 2060s,红方队员,1538,266,1538,371,1574,371,1574,266
i5-12490F+RTX 2060s,足球,1395,289,1395,390,1431,390,1431,289
i5-12490F+RTX 2060s,足球,690,322,690,432,734,432,734,322
i5-12490F+RTX 2060s,足球,84,349,84,449,128,449,128,349
i5-12490F+RTX 2060s,蓝方队员,454,355,454,459,494,459,494,355
i5-12490F+RTX 2060s,红方队员,145,405,145,498,193,498,193,405
i5-12490F+RTX 2060s,足球,130,412,130,569,188,569,188,412
i5-12490F+RTX 2060s,红方队员,1789,530,1789,645,1836,645,1836,530
i5-12490F+RTX 2060s,红方队员,1503,84,1503,159,1556,159,1556,84
i5-12490F+RTX 2060s,红方队员,523,111,523,189,562,189,562,111
i5-12490F+RTX 2060s,足球,760,122,760,194,799,194,799,122
i5-12490F+RTX 2060s,足球,180,140,180,223,224,223,224,140
i5-12490F+RTX 2060s,红方队员,1152,161,1152,243,1189,243,1189,161
i5-12490F+RTX 2060s,足球,565,194,565,280,605,280,605,194
i5-12490F+RTX 2060s,足球,94,213,94,320,147,320,147,213
i5-12490F+RTX 2060s,红方队员,129,216,129,314,189,314,189,216
i5-12490F+RTX 2060s,红方队员,1536,270,1536,364,1571,364,1571,270
i5-12490F+RTX 2060s,足球,1392,287,1392,390,1429,390,1429,287
i5-12490F+RTX 2060s,足球,686,321,686,422,727,422,727,321
i5-12490F+RTX 2060s,足球,78,348,78,452,127,452,127,348
i5-12490F+RTX 2060s,蓝方队员,449,353,449,460,494,460,494,353
i5-12490F+RTX 2060s,红方队员,140,401,140,502,189,502,189,401
i5-12490F+RTX 2060s,足球,112,450,112,556,169,556,169,450
i5-12490F+RTX 2060s,红方队员,1778,529,1778,644,1826,644,1826,529
i5-12490F+RTX 2060s,红方队员,1493,87,1493,154,1549,154,1549,87
i5-12490F+RTX 2060s,红方队员,512,112,512,188,554,188,554,112
i5-12490F+RTX 2060s,足球,750,128,750,198,788,198,788,128
i5-12490F+RTX 2060s,足球,178,140,178,222,220,222,220,140
i5-12490F+RTX 2060s,红方队员,1148,160,1148,243,1185,243,1185,160
i5-12490F+RTX 2060s,足球,559,195,559,278,601,278,601,195
i5-12490F+RTX 2060s,足球,93,213,93,320,147,320,147,213
i5-12490F+RTX 2060s,红方队员,129,213,129,310,185,310,185,213
i5-12490F+RTX 2060s,红方队员,1524,267,1524,365,1563,365,1563,267
i5-12490F+RTX 2060s,足球,1391,285,1391,392,1429,392,1429,285
